Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Cost of an energy sufficient diet [CoCA],Cost of a nutrient adequate diet [CoNA],Cost of a healthy diet [CoHD],Cost of a healthy diet relative to the cost of sufficient energy from starchy staples [CoHD_CoCA],Cost of fruits [CoHD_f],Cost of vegetables [CoHD_v],Cost of starchy staples [CoHD_ss],Cost of animal-source foods [CoHD_asf],"Cost of legumes, nuts and seeds [CoHD_lns]",Cost of oils and fats [CoHD_of],Cost share for fruits in a least-cost healthy diet [CoHD_f_prop],Cost share for vegetables in a least-cost healthy diet [CoHD_v_prop],Cost share for starchy staples in a least-cost healthy diet [CoHD_ss_prop],Cost share for animal-sourced foods in a least-cost healthy diet [CoHD_asf_prop],"Cost share for legumes, nuts and seeds in a least-cost healthy diet [CoHD_lns_prop]",Cost share for oils and fats in a least-cost healthy diet [CoHD_of_prop],Cost of fruits relative to the starchy staples in a least-cost healthy diet [CoHD_f_ss],Cost of vegetables relative to the starchy staples in a least-cost healthy diet [CoHD_v_ss],Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet [CoHD_asf_ss],"Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet [CoHD_lns_ss]",Cost of oils and fats relative to the starchy staples in a least-cost healthy diet [CoHD_of_ss],Affordability of an energy sufficient diet: ratio of cost to the food poverty line [CoCA_pov],Affordability of a nutrient adequate diet: ratio of cost to the food poverty line [CoNA_pov],Affordability of a healthy diet: ratio of cost to the food poverty line [CoHD_pov],Affordability of an energy sufficient diet: ratio of cost to food expenditures [CoCA_fexp],Affordability of a nutrient adequate diet: ratio of cost to food expenditures [CoNA_fexp],Affordability of a healthy diet: ratio of cost to food expenditures [CoHD_fexp],Percent of the population who cannot afford sufficient calories [CoCA_headcount],Percent of the population who cannot afford nutrient adequacy [CoNA_headcount],Percent of the population who cannot afford a healthy diet [CoHD_headcount],Millions of people who cannot afford sufficient calories [CoCA_unafford_n],Millions of people who cannot afford nutrient adequacy [CoNA_unafford_n],Millions of people who cannot afford a healthy diet [CoHD_unafford_n],Population [Pop]
Food Prices for Nutrition 2.0,FPN 2.0,Togo,TGO,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Togo,TGO,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Togo,TGO,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Togo,TGO,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Trinidad and Tobago,TTO,2017,YR2017,1.009,3.135,3.928,3.89,0.979,0.763,0.612,1.047,0.361,0.167,0.249,0.194,0.156,0.267,0.092,0.043,1.6,1.25,1.71,0.59,0.27,0.901,2.799,3.507,0.129,0.4,0.501,0.2,3.4,6.5,0,0.1,0.1,1478607
Food Prices for Nutrition 2.0,FPN 2.0,Trinidad and Tobago,TTO,2018,YR2018,..,..,4.028,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.596,..,..,..,..,..,7,..,..,0.1,1504709
Food Prices for Nutrition 2.0,FPN 2.0,Trinidad and Tobago,TTO,2019,YR2019,..,..,4.083,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.646,..,..,..,..,..,7.1,..,..,0.1,1519955
Food Prices for Nutrition 2.0,FPN 2.0,Trinidad and Tobago,TTO,2020,YR2020,..,..,4.224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.771,..,..,..,..,..,9.1,..,..,0.1,1518147
Food Prices for Nutrition 2.0,FPN 2.0,Trinidad and Tobago,TTO,2021,YR2021,..,..,4.524,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.039,..,..,..,..,..,9.9,..,..,0.2,1525663
Food Prices for Nutrition 2.0,FPN 2.0,Tunisia,TUN,2017,YR2017,0.604,1.88,3.476,5.75,1.127,0.527,0.318,0.841,0.482,0.181,0.324,0.152,0.091,0.242,0.139,0.052,3.54,1.66,2.64,1.52,0.57,0.539,1.679,3.104,0.111,0.346,0.64,0,1.9,15.5,0,0.2,1.8,11811443
Food Prices for Nutrition 2.0,FPN 2.0,Tunisia,TUN,2018,YR2018,..,..,3.559,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.178,..,..,..,..,..,14.9,..,..,1.8,11933041
Food Prices for Nutrition 2.0,FPN 2.0,Tunisia,TUN,2019,YR2019,..,..,3.628,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.239,..,..,..,..,..,14.3,..,..,1.7,12049314
Food Prices for Nutrition 2.0,FPN 2.0,Tunisia,TUN,2020,YR2020,..,..,3.639,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.249,..,..,..,..,..,18,..,..,2.2,12161723
Food Prices for Nutrition 2.0,FPN 2.0,Tunisia,TUN,2021,YR2021,..,..,3.833,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.422,..,..,..,..,..,17.1,..,..,2.1,12262946
Food Prices for Nutrition 2.0,FPN 2.0,Türkiye,TUR,2017,YR2017,0.709,2.286,2.873,4.05,0.85,0.448,0.36,0.817,0.271,0.127,0.296,0.156,0.125,0.284,0.094,0.044,2.36,1.24,2.27,0.75,0.35,0.633,2.041,2.565,0.096,0.311,0.391,0,3.1,6.1,0,2.6,5,82089826
Food Prices for Nutrition 2.0,FPN 2.0,Türkiye,TUR,2018,YR2018,..,..,2.997,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.676,..,..,..,..,..,6.2,..,..,5.1,82809304
Food Prices for Nutrition 2.0,FPN 2.0,Türkiye,TUR,2019,YR2019,..,..,3.189,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.847,..,..,..,..,..,8.9,..,..,7.5,83481684
Food Prices for Nutrition 2.0,FPN 2.0,Türkiye,TUR,2020,YR2020,..,..,2.997,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.676,..,..,..,..,..,6.9,..,..,5.8,84135428
Food Prices for Nutrition 2.0,FPN 2.0,Türkiye,TUR,2021,YR2021,..,..,3.109,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.776,..,..,..,..,..,6,..,..,5.1,84775404
Food Prices for Nutrition 2.0,FPN 2.0,Turks and Caicos Islands,TCA,2017,YR2017,1.128,2.453,2.809,2.49,0.556,0.663,0.532,0.645,0.296,0.117,0.198,0.236,0.189,0.23,0.105,0.042,1.05,1.25,1.21,0.56,0.22,1.007,2.19,2.508,0.317,0.69,0.79,..,..,..,..,..,..,39844
Food Prices for Nutrition 2.0,FPN 2.0,Turks and Caicos Islands,TCA,2018,YR2018,..,..,2.893,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.583,..,..,..,..,..,..,..,..,..,41487
Food Prices for Nutrition 2.0,FPN 2.0,Turks and Caicos Islands,TCA,2019,YR2019,..,..,2.974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.655,..,..,..,..,..,..,..,..,..,43080
Food Prices for Nutrition 2.0,FPN 2.0,Turks and Caicos Islands,TCA,2020,YR2020,..,..,3.075,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.746,..,..,..,..,..,..,..,..,..,44276
Food Prices for Nutrition 2.0,FPN 2.0,Turks and Caicos Islands,TCA,2021,YR2021,..,..,3.229,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.883,..,..,..,..,..,..,..,..,..,45114
Food Prices for Nutrition 2.0,FPN 2.0,Uganda,UGA,2017,YR2017,0.648,1.8,2.749,4.24,0.494,0.528,0.495,0.853,0.196,0.184,0.18,0.192,0.18,0.31,0.071,0.067,1,1.07,1.72,0.4,0.37,0.579,1.607,2.454,0.426,1.183,1.807,13.9,68.9,84.5,5.6,27.7,33.9,40127085
Food Prices for Nutrition 2.0,FPN 2.0,Uganda,UGA,2018,YR2018,..,..,2.712,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.421,..,..,..,..,..,83.4,..,..,34.6,41515395
Food Prices for Nutrition 2.0,FPN 2.0,Uganda,UGA,2019,YR2019,..,..,2.679,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.392,..,..,..,..,..,82.9,..,..,35.6,42949080
Food Prices for Nutrition 2.0,FPN 2.0,Uganda,UGA,2020,YR2020,..,..,2.671,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.385,..,..,..,..,..,82.6,..,..,36.7,44404611
Food Prices for Nutrition 2.0,FPN 2.0,Uganda,UGA,2021,YR2021,..,..,2.774,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.477,..,..,..,..,..,81.7,..,..,37.5,45853778
Food Prices for Nutrition 2.0,FPN 2.0,United Arab Emirates,ARE,2017,YR2017,0.746,1.806,2.755,3.69,0.562,0.532,0.388,0.856,0.269,0.149,0.204,0.193,0.141,0.311,0.098,0.054,1.45,1.37,2.21,0.69,0.38,0.666,1.613,2.46,0.101,0.245,0.374,0,0,0.1,0,0,0,9068296
Food Prices for Nutrition 2.0,FPN 2.0,United Arab Emirates,ARE,2018,YR2018,..,..,2.835,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.531,..,..,..,..,..,0.1,..,..,0,9140169
Food Prices for Nutrition 2.0,FPN 2.0,United Arab Emirates,ARE,2019,YR2019,..,..,2.902,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.591,..,..,..,..,..,0,..,..,0,9211657
Food Prices for Nutrition 2.0,FPN 2.0,United Arab Emirates,ARE,2020,YR2020,..,..,3.111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.778,..,..,..,..,..,0.2,..,..,0,9287289
Food Prices for Nutrition 2.0,FPN 2.0,United Arab Emirates,ARE,2021,YR2021,..,..,3.269,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.919,..,..,..,..,..,0.1,..,..,0,9365145
Food Prices for Nutrition 2.0,FPN 2.0,United Kingdom,GBR,2017,YR2017,0.263,1.526,1.822,6.93,0.533,0.399,0.147,0.494,0.195,0.053,0.293,0.219,0.081,0.271,0.107,0.029,3.63,2.71,3.36,1.33,0.36,0.235,1.363,1.627,0.049,0.285,0.341,0.2,0.5,0.5,0.2,0.3,0.3,66058859
Food Prices for Nutrition 2.0,FPN 2.0,United Kingdom,GBR,2018,YR2018,..,..,1.873,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.672,..,..,..,..,..,0.5,..,..,0.3,66460344
Food Prices for Nutrition 2.0,FPN 2.0,United Kingdom,GBR,2019,YR2019,..,..,1.937,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.729,..,..,..,..,..,0.5,..,..,0.3,66836327
Food Prices for Nutrition 2.0,FPN 2.0,United Kingdom,GBR,2020,YR2020,..,..,1.911,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.706,..,..,..,..,..,0.5,..,..,0.3,67081000
Food Prices for Nutrition 2.0,FPN 2.0,United Kingdom,GBR,2021,YR2021,..,..,1.95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.741,..,..,..,..,..,0.4,..,..,0.3,67326569
Food Prices for Nutrition 2.0,FPN 2.0,United States,USA,2017,YR2017,0.905,2.215,3.225,3.56,0.61,1.053,0.661,0.557,0.285,0.059,0.189,0.327,0.205,0.173,0.088,0.018,0.92,1.59,0.84,0.43,0.09,0.808,1.978,2.879,0.129,0.316,0.46,1.2,1.5,2,4.1,4.9,6.5,325122128
Food Prices for Nutrition 2.0,FPN 2.0,United States,USA,2018,YR2018,..,..,3.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.893,..,..,..,..,..,1.7,..,..,5.7,326838199
Food Prices for Nutrition 2.0,FPN 2.0,United States,USA,2019,YR2019,..,..,3.268,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.918,..,..,..,..,..,1.5,..,..,4.9,328329953
Food Prices for Nutrition 2.0,FPN 2.0,United States,USA,2020,YR2020,..,..,3.383,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.021,..,..,..,..,..,1.2,..,..,4.1,331501080
Food Prices for Nutrition 2.0,FPN 2.0,United States,USA,2021,YR2021,..,..,3.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.125,..,..,..,..,..,1.2,..,..,4,331893745
Food Prices for Nutrition 2.0,FPN 2.0,Upper middle income,UMC,2017,YR2017,0.879,2.628,3.498,1.3310502283105,0.701,0.796,0.537,0.901,0.432,0.13,0.2,0.228,0.154,0.258,0.123,0.037,1.31,1.48,1.68,0.8,0.24,0.785,2.346,3.123,0.166,0.481,0.625,1.2,11.2,17.3,29.1,269.7,416.1,2408279292
Food Prices for Nutrition 2.0,FPN 2.0,Upper middle income,UMC,2018,YR2018,..,..,3.555,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.174,..,..,..,..,..,15.2,..,..,368.2,2423831128
Food Prices for Nutrition 2.0,FPN 2.0,Upper middle income,UMC,2019,YR2019,..,..,3.648,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.257,..,..,..,..,..,14.4,..,..,350.5,2437540921
Food Prices for Nutrition 2.0,FPN 2.0,Upper middle income,UMC,2020,YR2020,..,..,3.721,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.322,..,..,..,..,..,16.6,..,..,406.4,2448485286
Food Prices for Nutrition 2.0,FPN 2.0,Upper middle income,UMC,2021,YR2021,..,..,3.912,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.493,..,..,..,..,..,14.1,..,..,345.5,2455976134
Food Prices for Nutrition 2.0,FPN 2.0,Uruguay,URY,2017,YR2017,0.694,2.129,3.073,4.43,0.537,0.989,0.378,0.615,0.487,0.068,0.175,0.322,0.123,0.2,0.158,0.022,1.42,2.62,1.63,1.29,0.18,0.62,1.901,2.744,0.094,0.288,0.416,0,0.8,2.8,0,0,0.1,3422200
Food Prices for Nutrition 2.0,FPN 2.0,Uruguay,URY,2018,YR2018,..,..,3.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.83,..,..,..,..,..,3,..,..,0.1,3427042
Food Prices for Nutrition 2.0,FPN 2.0,Uruguay,URY,2019,YR2019,..,..,3.254,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.905,..,..,..,..,..,3.3,..,..,0.1,3428409
Food Prices for Nutrition 2.0,FPN 2.0,Uruguay,URY,2020,YR2020,..,..,3.414,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.048,..,..,..,..,..,5.3,..,..,0.2,3429086
Food Prices for Nutrition 2.0,FPN 2.0,Uruguay,URY,2021,YR2021,..,..,3.543,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.163,..,..,..,..,..,5.2,..,..,0.2,3426260
Food Prices for Nutrition 2.0,FPN 2.0,Vietnam,VNM,2017,YR2017,0.975,2.514,3.586,3.68,0.556,0.771,0.582,1.183,0.305,0.189,0.155,0.215,0.162,0.33,0.085,0.053,0.96,1.32,2.03,0.52,0.32,0.871,2.245,3.202,0.286,0.737,1.052,0.7,11.7,24.9,0.7,11,23.4,94033048
Food Prices for Nutrition 2.0,FPN 2.0,Vietnam,VNM,2018,YR2018,..,..,3.663,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.271,..,..,..,..,..,22.4,..,..,21.3,94914330
Food Prices for Nutrition 2.0,FPN 2.0,Vietnam,VNM,2019,YR2019,..,..,3.776,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.371,..,..,..,..,..,19.8,..,..,19,95776716
Food Prices for Nutrition 2.0,FPN 2.0,Vietnam,VNM,2020,YR2020,..,..,4.072,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.636,..,..,..,..,..,21.8,..,..,21.1,96648685
Food Prices for Nutrition 2.0,FPN 2.0,Vietnam,VNM,2021,YR2021,..,..,4.216,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.764,..,..,..,..,..,21,..,..,20.5,97468029
Food Prices for Nutrition 2.0,FPN 2.0,West Bank and Gaza,PSE,2017,YR2017,1.124,1.761,3.342,2.97,0.695,0.564,0.649,1.127,0.186689715164812,0.122,0.208,0.169,0.194,0.337,0.056,0.037,1.07,0.87,1.74,0.29,0.19,1.004,1.572,2.984,0.284,0.445,0.845,0.6,2.4,18,0,0.1,0.8,4454805
Food Prices for Nutrition 2.0,FPN 2.0,West Bank and Gaza,PSE,2018,YR2018,..,..,3.398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.034,..,..,..,..,..,18.4,..,..,0.8,4569087
Food Prices for Nutrition 2.0,FPN 2.0,West Bank and Gaza,PSE,2019,YR2019,..,..,3.493,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.119,..,..,..,..,..,18,..,..,0.8,4685306
Food Prices for Nutrition 2.0,FPN 2.0,West Bank and Gaza,PSE,2020,YR2020,..,..,3.356,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.996,..,..,..,..,..,20,..,..,1,4803269
Food Prices for Nutrition 2.0,FPN 2.0,West Bank and Gaza,PSE,2021,YR2021,..,..,3.285,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.933,..,..,..,..,..,15.4,..,..,0.8,4922749
Food Prices for Nutrition 2.0,FPN 2.0,WORLD,WLD,2017,YR2017,0.825,2.441,3.295,1.34985661614093,0.658,0.782,0.503,0.872,0.346,0.129,0.2,0.237,0.153,0.265,0.105,0.039,1.31,1.55,1.73,0.69,0.26,0.737,2.18,2.942,0.212,0.591,0.808,4.9,31.9,43.8,349.8,2284.8,3124.9,7262444211
Food Prices for Nutrition 2.0,FPN 2.0,WORLD,WLD,2018,YR2018,..,..,3.355,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.996,..,..,..,..,..,41.8,..,..,3019.1,7304446818
Food Prices for Nutrition 2.0,FPN 2.0,WORLD,WLD,2019,YR2019,..,..,3.431,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.064,..,..,..,..,..,41.2,..,..,3005.5,7381666960
Food Prices for Nutrition 2.0,FPN 2.0,WORLD,WLD,2020,YR2020,..,..,3.511,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.135,..,..,..,..,..,43.3,..,..,3191.9,7455671559
Food Prices for Nutrition 2.0,FPN 2.0,WORLD,WLD,2021,YR2021,..,..,3.662,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.269,..,..,..,..,..,42.2,..,..,3139.5,7519145737
Food Prices for Nutrition 2.0,FPN 2.0,Zambia,ZMB,2017,YR2017,1.279,2.38,3.085,2.41,0.372,0.631,0.814,0.906,0.232,0.13,0.121,0.205,0.264,0.294,0.075,0.042,0.46,0.78,1.11,0.29,0.16,1.142,2.125,2.754,0.755,1.405,1.821,65.1,82.5,88.5,11.3,14.3,15.3,17298054
Food Prices for Nutrition 2.0,FPN 2.0,Zambia,ZMB,2018,YR2018,..,..,3.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.813,..,..,..,..,..,88.2,..,..,15.7,17835893
Food Prices for Nutrition 2.0,FPN 2.0,Zambia,ZMB,2019,YR2019,..,..,3.245,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.897,..,..,..,..,..,88.6,..,..,16.3,18380477
Food Prices for Nutrition 2.0,FPN 2.0,Zambia,ZMB,2020,YR2020,..,..,3.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.946,..,..,..,..,..,89.6,..,..,17,18927715
Food Prices for Nutrition 2.0,FPN 2.0,Zambia,ZMB,2021,YR2021,..,..,3.616,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.229,..,..,..,..,..,90,..,..,17.5,19473125
Food Prices for Nutrition 2.0,FPN 2.0,Zimbabwe,ZWE,2017,YR2017,0.239,0.709,2.199685,9.2,0.199,0.375,0.213,0.368,0.128,0.056,0.09,0.17,0.097,0.167,0.058,0.025,0.93,1.76,1.73,0.6,0.26,0.213,0.633,1.964,0.106,0.314,0.973,0,10.6,67.8,0,1.6,10,14751101
Food Prices for Nutrition 2.0,FPN 2.0,Zimbabwe,ZWE,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15052184
Food Prices for Nutrition 2.0,FPN 2.0,Zimbabwe,ZWE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15354608
Food Prices for Nutrition 2.0,FPN 2.0,Zimbabwe,ZWE,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15669666
